User ID,Timestamp,Channel,Campaign,Conversion
81847,2025-02-11 01:51:08,Social Media,Brand Awareness,Yes
90088,2025-02-10 03:51:17,Social Media,New Product Launch,No
95590,2025-02-11 15:21:59,Referral,Discount Offer,Yes
21995,2025-02-11 05:24:48,Direct Traffic,-,No
30155,2025-02-10 21:55:41,Social Media,-,No
85049,2025-02-11 04:51:15,Social Media,Retargeting,Yes
67211,2025-02-11 12:24:54,Social Media,Winter Sale,Yes
83035,2025-02-11 02:33:02,Email,Winter Sale,No
73105,2025-02-11 17:13:10,Display Ads,-,Yes
63337,2025-02-11 22:03:57,Search Ads,New Product Launch,No
26185,2025-02-11 16:40:38,Social Media,Winter Sale,No
58797,2025-02-10 20:15:39,Social Media,-,No
67935,2025-02-10 22:15:53,Display Ads,Winter Sale,Yes
81888,2025-02-11 00:28:45,Email,Retargeting,Yes
42030,2025-02-11 06:17:27,Search Ads,New Product Launch,No
94486,2025-02-11 11:12:15,Social Media,Retargeting,No
55829,2025-02-11 04:46:30,Social Media,Retargeting,Yes
50840,2025-02-10 17:42:31,Display Ads,Discount Offer,Yes
76871,2025-02-10 09:24:50,Direct Traffic,-,No
25845,2025-02-10 00:34:48,Referral,Retargeting,Yes
32160,2025-02-11 07:51:34,Referral,Discount Offer,No
43175,2025-02-11 22:13:55,Email,Discount Offer,Yes
83965,2025-02-10 12:36:10,Direct Traffic,-,No
47781,2025-02-10 03:03:53,Direct Traffic,-,Yes
45812,2025-02-11 06:37:42,Display Ads,Retargeting,Yes
45622,2025-02-11 18:43:58,Social Media,New Product Launch,Yes
55079,2025-02-11 21:05:09,Direct Traffic,-,Yes
60226,2025-02-10 06:16:24,Search Ads,New Product Launch,No
52130,2025-02-11 19:13:03,Direct Traffic,-,No
96142,2025-02-10 21:25:45,Search Ads,Brand Awareness,Yes
69602,2025-02-10 20:33:09,Referral,Retargeting,No
61352,2025-02-10 12:07:40,Social Media,Retargeting,Yes
93270,2025-02-10 00:19:27,Email,Discount Offer,Yes
35887,2025-02-10 14:37:34,Social Media,Discount Offer,Yes
74629,2025-02-10 05:43:18,Direct Traffic,-,Yes
37380,2025-02-10 07:38:08,Display Ads,Brand Awareness,No
10698,2025-02-10 02:15:56,Referral,New Product Launch,No
67893,2025-02-11 23:59:58,Search Ads,New Product Launch,Yes
78241,2025-02-11 02:04:10,Display Ads,New Product Launch,Yes
88708,2025-02-10 01:52:09,Display Ads,New Product Launch,No
18572,2025-02-11 12:59:06,Direct Traffic,-,No
43361,2025-02-10 00:16:55,Search Ads,Winter Sale,No
67809,2025-02-11 09:45:56,Referral,Retargeting,No
18348,2025-02-10 09:50:09,Display Ads,Winter Sale,Yes
64907,2025-02-10 14:12:25,Email,Discount Offer,Yes
28998,2025-02-11 23:06:24,Email,Brand Awareness,No
55631,2025-02-11 19:24:42,Search Ads,New Product Launch,No
14398,2025-02-10 12:08:30,Direct Traffic,-,No
73835,2025-02-10 02:57:28,Direct Traffic,-,No
38175,2025-02-11 10:40:09,Social Media,Discount Offer,No
38857,2025-02-10 20:17:57,Search Ads,Retargeting,Yes
23279,2025-02-11 20:11:11,Email,Retargeting,Yes
82446,2025-02-11 02:49:44,Social Media,Brand Awareness,No
73029,2025-02-10 10:16:48,Email,-,No
64228,2025-02-10 14:34:15,Email,Retargeting,Yes
87642,2025-02-10 11:20:03,Search Ads,Discount Offer,No
11780,2025-02-10 15:07:44,Display Ads,Brand Awareness,No
30429,2025-02-11 02:34:06,Display Ads,-,No
11209,2025-02-10 22:14:31,Email,Winter Sale,No
51437,2025-02-10 22:29:41,Referral,Winter Sale,Yes
90848,2025-02-10 01:12:15,Referral,Retargeting,No
49394,2025-02-11 16:46:43,Email,Winter Sale,Yes
57108,2025-02-10 00:57:00,Direct Traffic,-,Yes
83035,2025-02-11 21:18:22,Email,Discount Offer,No
50295,2025-02-10 01:04:56,Social Media,Discount Offer,No
28194,2025-02-10 11:40:24,Social Media,Brand Awareness,Yes
40130,2025-02-11 01:58:44,Referral,Winter Sale,Yes
17879,2025-02-11 23:08:01,Referral,Retargeting,No
80960,2025-02-11 22:36:11,Search Ads,Retargeting,No
49913,2025-02-10 18:37:47,Email,Discount Offer,Yes
15418,2025-02-11 02:57:36,Email,New Product Launch,No
60973,2025-02-10 05:22:22,Referral,New Product Launch,No
22755,2025-02-10 09:50:14,Social Media,-,No
34938,2025-02-10 02:32:43,Direct Traffic,-,Yes
30521,2025-02-10 00:01:45,Display Ads,Discount Offer,Yes
78560,2025-02-10 09:46:43,Referral,Retargeting,No
42806,2025-02-11 05:45:28,Social Media,Winter Sale,No
54089,2025-02-10 21:42:44,Direct Traffic,-,Yes
35337,2025-02-10 16:30:10,Direct Traffic,-,Yes
28289,2025-02-10 22:34:54,Search Ads,New Product Launch,Yes
25172,2025-02-11 08:13:42,Referral,Brand Awareness,No
98219,2025-02-10 06:57:56,Search Ads,Retargeting,No
49456,2025-02-11 11:01:05,Referral,-,No
70378,2025-02-10 02:11:44,Email,Winter Sale,No
96740,2025-02-10 08:23:54,Display Ads,Winter Sale,Yes
97780,2025-02-11 19:48:44,Display Ads,-,Yes
72645,2025-02-10 09:04:41,Social Media,-,No
28589,2025-02-11 14:22:26,Search Ads,-,Yes
44303,2025-02-11 09:45:49,Social Media,Discount Offer,Yes
42970,2025-02-11 10:51:02,Referral,Brand Awareness,No
52689,2025-02-10 01:20:30,Referral,New Product Launch,No
83355,2025-02-10 15:11:30,Direct Traffic,-,Yes
56050,2025-02-10 11:50:21,Display Ads,Brand Awareness,Yes
71027,2025-02-11 06:13:15,Display Ads,New Product Launch,No
62697,2025-02-10 08:05:53,Email,New Product Launch,No
86014,2025-02-11 18:37:28,Referral,New Product Launch,Yes
57669,2025-02-10 05:31:09,Email,Brand Awareness,Yes
28047,2025-02-11 07:21:30,Email,Discount Offer,No
35598,2025-02-11 17:32:44,Display Ads,Winter Sale,Yes
68838,2025-02-10 20:10:18,Email,-,No
46506,2025-02-10 02:12:43,Display Ads,New Product Launch,Yes
56855,2025-02-11 20:48:52,Email,Winter Sale,No
28385,2025-02-11 13:26:47,Display Ads,Retargeting,Yes
69316,2025-02-10 22:13:39,Referral,Brand Awareness,No
85470,2025-02-11 22:42:42,Direct Traffic,-,No
32424,2025-02-10 01:27:30,Search Ads,Brand Awareness,No
95665,2025-02-11 17:01:15,Social Media,Brand Awareness,Yes
10255,2025-02-10 01:10:54,Social Media,New Product Launch,No
49673,2025-02-11 00:35:20,Search Ads,Winter Sale,Yes
67175,2025-02-10 13:06:11,Referral,Brand Awareness,No
26693,2025-02-10 18:50:11,Social Media,New Product Launch,Yes
69421,2025-02-11 13:01:33,Email,Brand Awareness,Yes
24765,2025-02-10 23:17:02,Display Ads,New Product Launch,Yes
28144,2025-02-10 17:52:56,Display Ads,Retargeting,No
57669,2025-02-10 14:09:26,Direct Traffic,-,No
62225,2025-02-10 17:08:00,Direct Traffic,-,No
38683,2025-02-11 04:02:24,Search Ads,Brand Awareness,No
32344,2025-02-10 19:33:25,Referral,Winter Sale,Yes
62422,2025-02-11 20:50:32,Direct Traffic,-,Yes
31278,2025-02-11 21:42:39,Search Ads,-,No
79091,2025-02-11 12:42:05,Email,-,Yes
25105,2025-02-11 02:44:01,Email,New Product Launch,No
46221,2025-02-11 12:50:52,Search Ads,Winter Sale,Yes
68891,2025-02-10 11:13:58,Referral,Brand Awareness,Yes
54874,2025-02-10 00:18:47,Email,Retargeting,No
38822,2025-02-11 23:09:04,Direct Traffic,-,No
67860,2025-02-11 21:55:04,Referral,Winter Sale,No
29015,2025-02-10 23:11:28,Email,Winter Sale,No
33189,2025-02-10 21:59:19,Referral,Discount Offer,No
27470,2025-02-10 03:00:55,Referral,Brand Awareness,Yes
74300,2025-02-11 22:48:08,Display Ads,New Product Launch,No
71932,2025-02-10 06:03:41,Social Media,-,Yes
37659,2025-02-10 08:16:11,Email,Winter Sale,Yes
97706,2025-02-10 02:18:13,Search Ads,Discount Offer,No
80739,2025-02-10 11:08:08,Referral,-,Yes
72532,2025-02-10 03:21:09,Display Ads,-,Yes
41901,2025-02-11 12:05:24,Display Ads,New Product Launch,No
76065,2025-02-10 05:50:41,Referral,Brand Awareness,Yes
62298,2025-02-11 04:42:25,Email,-,Yes
97844,2025-02-10 21:30:25,Display Ads,Discount Offer,Yes
34218,2025-02-10 14:43:41,Display Ads,New Product Launch,No
89800,2025-02-10 05:04:29,Email,Brand Awareness,No
34943,2025-02-11 10:17:21,Direct Traffic,-,Yes
15640,2025-02-11 02:22:41,Referral,Winter Sale,Yes
43603,2025-02-11 20:20:22,Email,New Product Launch,No
41941,2025-02-11 00:42:19,Direct Traffic,-,Yes
28297,2025-02-10 08:17:27,Referral,Brand Awareness,No
64781,2025-02-11 10:51:11,Referral,Brand Awareness,No
79163,2025-02-11 16:34:47,Social Media,Brand Awareness,Yes
76743,2025-02-10 02:09:43,Direct Traffic,-,No
40517,2025-02-11 19:12:45,Direct Traffic,-,No
98418,2025-02-11 10:14:49,Search Ads,Brand Awareness,No
76066,2025-02-11 14:53:27,Social Media,New Product Launch,Yes
65966,2025-02-10 20:56:41,Social Media,Winter Sale,Yes
16083,2025-02-10 10:06:59,Display Ads,-,No
25845,2025-02-11 02:58:54,Email,-,Yes
64032,2025-02-11 00:24:57,Email,-,Yes
52260,2025-02-10 12:50:11,Search Ads,Brand Awareness,No
84395,2025-02-10 22:21:15,Social Media,Brand Awareness,No
35789,2025-02-10 10:44:31,Direct Traffic,-,Yes
72415,2025-02-11 12:53:20,Direct Traffic,-,No
72077,2025-02-10 17:43:00,Email,-,No
86824,2025-02-11 09:21:05,Social Media,New Product Launch,No
54070,2025-02-11 11:01:48,Search Ads,Retargeting,Yes
91093,2025-02-11 15:57:33,Social Media,Retargeting,Yes
50176,2025-02-10 18:08:48,Display Ads,New Product Launch,Yes
37916,2025-02-11 00:29:35,Search Ads,Discount Offer,Yes
70222,2025-02-11 18:48:31,Search Ads,Brand Awareness,No
55513,2025-02-10 18:48:51,Direct Traffic,-,Yes
41115,2025-02-11 10:54:58,Referral,Discount Offer,No
37591,2025-02-10 11:25:26,Social Media,-,No
64747,2025-02-11 19:28:35,Search Ads,Discount Offer,Yes
11741,2025-02-10 23:08:27,Display Ads,Discount Offer,Yes
64742,2025-02-10 05:31:52,Referral,Brand Awareness,No
27814,2025-02-11 19:32:41,Referral,Winter Sale,No
86886,2025-02-10 03:11:30,Display Ads,-,No
62107,2025-02-11 09:05:59,Direct Traffic,-,No
33292,2025-02-10 21:20:04,Search Ads,Brand Awareness,Yes
22943,2025-02-10 20:48:55,Referral,Winter Sale,No
69192,2025-02-11 07:01:52,Social Media,Retargeting,Yes
96142,2025-02-10 20:29:56,Search Ads,Winter Sale,No
11661,2025-02-11 22:42:16,Display Ads,Brand Awareness,Yes
85049,2025-02-10 15:54:07,Referral,Retargeting,No
15259,2025-02-10 16:01:18,Direct Traffic,-,No
33255,2025-02-10 22:58:23,Email,Brand Awareness,Yes
67455,2025-02-10 15:58:31,Search Ads,New Product Launch,No
79019,2025-02-11 22:39:00,Display Ads,Retargeting,No
16255,2025-02-10 23:02:35,Social Media,Retargeting,No
31185,2025-02-11 01:16:47,Search Ads,Winter Sale,No
24014,2025-02-11 23:46:49,Email,Retargeting,Yes
16814,2025-02-10 19:15:22,Display Ads,Brand Awareness,No
35664,2025-02-10 05:30:12,Social Media,Winter Sale,Yes
95461,2025-02-10 12:54:25,Search Ads,Discount Offer,Yes
49375,2025-02-10 13:47:35,Social Media,Brand Awareness,Yes
35887,2025-02-10 15:59:57,Search Ads,New Product Launch,No
80259,2025-02-10 16:50:29,Direct Traffic,-,No
26511,2025-02-10 20:05:37,Direct Traffic,-,Yes
97446,2025-02-10 20:35:54,Display Ads,Winter Sale,No
22863,2025-02-11 00:23:20,Social Media,Brand Awareness,Yes
17784,2025-02-10 09:53:30,Email,Discount Offer,Yes
12275,2025-02-11 01:57:29,Email,Discount Offer,No
99782,2025-02-10 18:55:01,Search Ads,New Product Launch,Yes
65082,2025-02-10 17:15:14,Referral,Brand Awareness,Yes
62061,2025-02-11 18:51:56,Email,New Product Launch,No
85426,2025-02-11 12:37:28,Display Ads,-,No
86085,2025-02-10 07:19:39,Search Ads,Discount Offer,No
60022,2025-02-11 08:24:05,Direct Traffic,-,Yes
52397,2025-02-10 05:23:39,Search Ads,Winter Sale,No
12755,2025-02-11 16:54:18,Email,Discount Offer,No
78560,2025-02-10 07:58:09,Search Ads,Retargeting,No
38252,2025-02-11 12:29:26,Referral,Discount Offer,No
29719,2025-02-10 15:45:10,Social Media,Brand Awareness,No
23415,2025-02-10 02:47:31,Email,-,No
90548,2025-02-11 00:23:48,Direct Traffic,-,No
98152,2025-02-11 20:36:19,Social Media,Retargeting,Yes
73373,2025-02-11 00:17:59,Display Ads,Discount Offer,No
48639,2025-02-11 23:22:49,Email,New Product Launch,Yes
62843,2025-02-11 23:37:01,Display Ads,Brand Awareness,No
51664,2025-02-11 19:00:01,Social Media,-,Yes
58703,2025-02-11 00:58:01,Direct Traffic,-,No
24215,2025-02-11 22:05:57,Search Ads,Brand Awareness,No
45575,2025-02-11 15:08:18,Display Ads,-,No
34498,2025-02-11 14:25:28,Display Ads,Discount Offer,Yes
77091,2025-02-11 14:22:22,Display Ads,Brand Awareness,Yes
15233,2025-02-10 11:19:05,Search Ads,-,Yes
22741,2025-02-10 13:15:41,Email,Discount Offer,No
77184,2025-02-11 07:44:07,Display Ads,Discount Offer,No
51068,2025-02-10 19:43:05,Social Media,New Product Launch,No
44397,2025-02-10 11:03:25,Social Media,Retargeting,No
21910,2025-02-11 21:08:42,Referral,-,Yes
57372,2025-02-11 13:58:45,Social Media,-,No
19385,2025-02-10 09:34:30,Referral,New Product Launch,Yes
90632,2025-02-10 18:41:16,Search Ads,New Product Launch,No
79192,2025-02-10 23:30:42,Referral,New Product Launch,No
37386,2025-02-11 19:56:31,Direct Traffic,-,Yes
85049,2025-02-11 21:08:34,Search Ads,Brand Awareness,No
75328,2025-02-11 17:33:26,Social Media,Retargeting,No
39158,2025-02-10 16:51:40,Social Media,Retargeting,Yes
55745,2025-02-10 10:16:21,Referral,Brand Awareness,No
84203,2025-02-10 17:54:22,Social Media,-,Yes
40965,2025-02-11 17:37:44,Email,Retargeting,Yes
95461,2025-02-10 20:32:39,Referral,Winter Sale,No
85486,2025-02-10 13:01:00,Social Media,Brand Awareness,Yes
22773,2025-02-10 13:43:51,Social Media,Discount Offer,Yes
91904,2025-02-10 06:04:14,Email,-,Yes
25246,2025-02-11 13:24:14,Referral,-,No
54106,2025-02-10 10:39:04,Social Media,Brand Awareness,No
11741,2025-02-11 12:51:55,Referral,Discount Offer,No
10442,2025-02-10 19:54:14,Search Ads,Winter Sale,Yes
15891,2025-02-11 23:45:00,Direct Traffic,-,No
26541,2025-02-11 15:53:39,Email,Discount Offer,Yes
46911,2025-02-10 21:47:23,Search Ads,Brand Awareness,Yes
96598,2025-02-10 02:05:19,Search Ads,-,No
72959,2025-02-10 20:08:09,Direct Traffic,-,No
54070,2025-02-11 22:28:14,Direct Traffic,-,No
65082,2025-02-11 05:01:15,Direct Traffic,-,No
52320,2025-02-11 22:04:56,Search Ads,Discount Offer,No
75095,2025-02-11 17:13:08,Social Media,Retargeting,No
11831,2025-02-10 13:11:24,Social Media,Discount Offer,Yes
37382,2025-02-10 10:14:45,Display Ads,Retargeting,Yes
45750,2025-02-10 10:13:23,Display Ads,Brand Awareness,Yes
18298,2025-02-10 23:36:37,Search Ads,Brand Awareness,Yes
47795,2025-02-11 14:49:50,Social Media,Winter Sale,No
72028,2025-02-10 06:52:36,Social Media,Brand Awareness,Yes
85844,2025-02-11 02:33:32,Display Ads,Winter Sale,Yes
34498,2025-02-10 11:52:29,Referral,Brand Awareness,Yes
23781,2025-02-10 23:34:42,Social Media,Winter Sale,Yes
53293,2025-02-11 14:39:34,Direct Traffic,-,No
35006,2025-02-11 19:52:27,Direct Traffic,-,No
64767,2025-02-10 23:08:12,Social Media,Winter Sale,Yes
40517,2025-02-11 05:27:52,Display Ads,Brand Awareness,Yes
50839,2025-02-10 04:34:13,Referral,Discount Offer,No
37121,2025-02-10 23:04:44,Social Media,Discount Offer,No
72095,2025-02-11 03:45:27,Social Media,Winter Sale,No
27371,2025-02-10 15:45:58,Email,Retargeting,Yes
99093,2025-02-11 10:46:48,Direct Traffic,-,No
38468,2025-02-10 16:36:08,Direct Traffic,-,No
77184,2025-02-11 03:02:45,Referral,Retargeting,No
35409,2025-02-11 04:15:45,Email,Winter Sale,No
57564,2025-02-10 08:20:50,Direct Traffic,-,Yes
50653,2025-02-10 01:05:44,Direct Traffic,-,Yes
58748,2025-02-10 21:08:08,Referral,-,No
80527,2025-02-11 04:01:53,Social Media,-,No
65871,2025-02-11 02:24:12,Referral,Winter Sale,No
24876,2025-02-10 14:39:20,Search Ads,Brand Awareness,Yes
76689,2025-02-11 06:10:09,Display Ads,-,Yes
30460,2025-02-10 19:30:13,Search Ads,-,No
33843,2025-02-11 21:25:53,Referral,New Product Launch,Yes
84413,2025-02-10 13:21:35,Direct Traffic,-,Yes
46977,2025-02-11 04:20:03,Referral,Brand Awareness,Yes
79181,2025-02-10 08:13:16,Email,-,Yes
24594,2025-02-10 06:44:57,Email,Retargeting,No
75841,2025-02-11 12:29:10,Display Ads,-,Yes
78381,2025-02-10 05:51:59,Direct Traffic,-,No
14476,2025-02-11 00:36:43,Direct Traffic,-,No
92673,2025-02-11 16:09:47,Social Media,Retargeting,Yes
61368,2025-02-11 06:17:09,Social Media,Discount Offer,No
70850,2025-02-11 18:55:18,Display Ads,-,No
27925,2025-02-10 01:27:13,Social Media,-,No
47829,2025-02-10 16:10:41,Social Media,Brand Awareness,Yes
27106,2025-02-11 06:26:34,Direct Traffic,-,No
33292,2025-02-10 13:34:28,Email,Winter Sale,No
45981,2025-02-11 01:58:32,Direct Traffic,-,No
81190,2025-02-10 03:07:51,Display Ads,-,No
78646,2025-02-11 16:09:58,Display Ads,Brand Awareness,No
52236,2025-02-11 06:11:15,Display Ads,New Product Launch,No
78441,2025-02-10 20:02:39,Email,Brand Awareness,Yes
79883,2025-02-11 20:39:36,Referral,New Product Launch,Yes
91448,2025-02-11 22:32:25,Direct Traffic,-,No
61985,2025-02-10 00:39:35,Social Media,-,Yes
18995,2025-02-10 14:34:59,Direct Traffic,-,No
97844,2025-02-11 15:52:54,Social Media,Brand Awareness,No
94548,2025-02-10 08:16:25,Search Ads,Winter Sale,No
44400,2025-02-11 15:17:26,Social Media,New Product Launch,Yes
52553,2025-02-11 06:02:39,Referral,Discount Offer,No
79100,2025-02-10 16:34:24,Search Ads,New Product Launch,No
26511,2025-02-10 13:40:10,Email,Brand Awareness,Yes
34649,2025-02-10 17:05:52,Email,Brand Awareness,Yes
87191,2025-02-11 03:37:15,Email,New Product Launch,Yes
93431,2025-02-11 02:14:26,Social Media,-,No
11894,2025-02-10 03:13:42,Display Ads,Discount Offer,Yes
93328,2025-02-10 03:24:49,Search Ads,New Product Launch,No
83615,2025-02-11 07:56:31,Direct Traffic,-,Yes
76645,2025-02-11 11:34:37,Search Ads,Winter Sale,Yes
82497,2025-02-10 18:23:09,Direct Traffic,-,No
54877,2025-02-11 08:13:33,Referral,Brand Awareness,No
73527,2025-02-11 12:10:24,Display Ads,Winter Sale,No
21504,2025-02-11 22:51:57,Display Ads,Discount Offer,No
81847,2025-02-10 02:48:49,Search Ads,Brand Awareness,No
50636,2025-02-11 20:19:46,Search Ads,Discount Offer,No
93007,2025-02-11 23:36:05,Referral,Winter Sale,No
81446,2025-02-11 23:22:37,Display Ads,Discount Offer,No
78932,2025-02-10 12:21:19,Direct Traffic,-,Yes
76821,2025-02-10 16:13:12,Display Ads,Discount Offer,Yes
63990,2025-02-11 09:04:40,Referral,New Product Launch,Yes
82701,2025-02-11 07:29:16,Social Media,Winter Sale,No
46667,2025-02-10 07:17:58,Email,Brand Awareness,Yes
94486,2025-02-11 09:43:39,Social Media,Discount Offer,No
71911,2025-02-11 01:33:05,Referral,Retargeting,Yes
62107,2025-02-10 14:46:10,Display Ads,New Product Launch,No
43603,2025-02-11 19:36:18,Email,New Product Launch,No
29773,2025-02-10 21:11:49,Search Ads,Discount Offer,No
47152,2025-02-11 20:01:10,Email,Brand Awareness,No
21504,2025-02-11 08:49:53,Referral,Brand Awareness,No
38485,2025-02-10 11:04:38,Social Media,New Product Launch,Yes
64157,2025-02-11 03:27:09,Referral,Discount Offer,No
69192,2025-02-11 14:28:11,Search Ads,Discount Offer,No
26783,2025-02-11 07:27:22,Social Media,New Product Launch,No
75656,2025-02-10 07:24:36,Display Ads,Winter Sale,Yes
74513,2025-02-11 18:44:54,Email,-,No
81851,2025-02-10 17:10:34,Social Media,Discount Offer,Yes
17272,2025-02-11 19:12:09,Search Ads,Winter Sale,No
85470,2025-02-11 00:20:30,Email,New Product Launch,No
58238,2025-02-10 11:13:03,Direct Traffic,-,Yes
80551,2025-02-11 09:03:42,Social Media,Winter Sale,Yes
65497,2025-02-11 18:07:18,Direct Traffic,-,No
96934,2025-02-10 12:38:17,Email,Winter Sale,Yes
85725,2025-02-10 13:01:07,Direct Traffic,-,No
28144,2025-02-10 09:30:15,Social Media,New Product Launch,No
34310,2025-02-10 07:50:11,Social Media,Winter Sale,No
65207,2025-02-10 06:22:24,Social Media,New Product Launch,No
44397,2025-02-11 15:16:26,Email,Discount Offer,No
28297,2025-02-10 07:49:41,Display Ads,Discount Offer,No
20306,2025-02-11 07:47:46,Social Media,Retargeting,No
98237,2025-02-11 19:42:08,Display Ads,Winter Sale,Yes
63416,2025-02-11 23:59:16,Social Media,New Product Launch,No
78831,2025-02-10 14:49:33,Search Ads,Discount Offer,No
35337,2025-02-10 15:38:08,Email,New Product Launch,Yes
83481,2025-02-11 17:05:16,Display Ads,Retargeting,Yes
37559,2025-02-10 02:30:45,Direct Traffic,-,Yes
72636,2025-02-10 00:32:08,Search Ads,New Product Launch,No
11295,2025-02-10 05:48:22,Social Media,Brand Awareness,Yes
98670,2025-02-11 03:35:08,Search Ads,Discount Offer,Yes
77483,2025-02-10 03:02:26,Display Ads,Winter Sale,Yes
62843,2025-02-11 15:12:14,Email,Brand Awareness,No
64153,2025-02-10 02:39:12,Referral,Brand Awareness,No
36625,2025-02-10 16:14:57,Email,Brand Awareness,Yes
